"","combine_year","POS","HEIGHT","WEIGHT","BMI","BODY.FAT","STANDING.REACH","WINGSPAN","HAND.LENGTH","HAND.WIDTH","STANDING.VERTICAL","MAX.VERTICAL","LANE.AGILITY","SHUTTLE.RUN","THREE.QUARTER.SPRINT","BENCH.PRESS","WINGSPAN.HEIGHT.RATIO","STANDING.TOUCH","MAX.TOUCH","Name"
"162",2020,"PG",73.5,170,22.12,7.6,96,73.75,7.5,8.3,30,34,10.78,2.59,3.28,NA,1.003,126,130,"Tyrell Terry"
"163",2020,"PF",80.75,221.6,23.89,12.4,106,80,8.25,9.3,27.5,32,11.6,2.62,3.4,NA,0.991,133.5,138,"Killian Tillie"
"164",2020,"PF/C",79.5,266.5,29.64,8.5,106,86,10.25,11,26,32.5,11.8,3.01,3.49,NA,1.082,132,138.5,"Xavier Tillman Sr."
"165",2020,"C",81.25,252.6,26.9,12.5,111.5,87.5,9,10.8,21.5,27,11.73,2.64,3.6,NA,1.077,133,138.5,"Kaleb Wesson"
"166",2020,"SF",77.5,205,23.99,5.3,105.5,84.25,9.25,10.3,29,39,11.17,2.61,3.28,NA,1.087,134.5,144.5,"Kahlil Whitney"
"167",2020,"PG",72.5,196,26.21,9,97,78,8.75,8.3,24,28,11.15,2.74,3.61,NA,1.076,121,125,"Cassius Winston"
"168",2020,"SF",77.5,230.2,26.94,4.5,105.5,86,9,10.8,32,38,11.1,2.49,3.18,NA,1.11,137.5,143.5,"Robert Woodard II"
"169",2019,"SG",76.25,203.8,24.64,5.9,102,81.5,8.5,8.8,NA,NA,NA,NA,NA,NA,1.069,NA,NA,"Nickeil Alexander-Walker"
"170",2019,"PF",79.75,208.4,23.04,3.6,107,84,9,9.8,30.5,37,11.09,2.95,3.27,4,1.053,137.5,144,"Darius Bazley"
"171",2019,"C",84.75,208,20.36,7.1,115.5,91,9.25,9.5,NA,NA,NA,NA,NA,NA,1.074,NA,NA,"Bol Bol"
"172",2019,"SG",73.5,179,23.29,5,95,75.25,7.5,9.3,36,42.5,9.97,2.78,3.08,7,1.024,131,137.5,"Jordan Bone"
"173",2019,"SF",78.25,200,22.96,6.5,103,82,8.5,9.8,32,35.5,10.98,3.21,3.26,1,1.048,135,138.5,"Brian Bowen II"
"174",2019,"PG",73,181.2,23.9,4.9,98,79,8.25,9,27.5,33,11.11,3.11,3.26,4,1.082,125.5,131,"Ky Bowman"
"175",2019,"SF",77.75,220.8,25.68,6,102,81.25,8.75,9.5,31,36.5,11.06,3.17,3.36,13,1.045,133,138.5,"Ignas Brazdeikis"
"176",2019,"SF/PF",79,203.2,22.89,2.9,104,84,9,9.5,34,37.5,11.3,3.18,3.48,11,1.063,138,141.5,"O'Shae Brissett"
"177",2019,"C",85.25,237.2,22.94,7.8,113,88.75,9.5,10.3,27,31,11.95,3.3,3.51,NA,1.041,140,144,"Moses Brown"
"178",2019,"SF",79.25,207.2,23.19,4.9,102,80.25,8.25,9.5,34,40.5,10.61,3.05,3.15,10,1.013,136,142.5,"Brandon Clarke"
"179",2019,"C",82,216.6,22.65,4.5,110,86.5,9.25,9.5,31.5,36.5,11.26,3.47,3.36,8,1.055,141.5,146.5,"Nicolas Claxton"
"180",2019,"PF",79.25,245.4,27.47,6.1,106.5,84.5,9.5,10.8,27.5,32,11.32,3.1,3.28,11,1.066,134,138.5,"Tyler Cook"
"181",2019,"SG",77.25,194.2,22.88,5,100.5,81.5,8.25,8.5,NA,NA,NA,NA,NA,NA,1.055,NA,NA,"Jarrett Culver"
"182",2019,"SG",75,192.4,24.05,4.1,101,80.75,9.25,10.8,29.5,34,10.69,2.96,3.28,13,1.077,130.5,135,"Terence Davis"
"183",2019,"PG",74.75,222.2,27.96,5,99.5,80.5,8.5,9,32.5,38,10.79,3.13,3.22,14,1.077,132,137.5,"Luguentz Dort"
"184",2019,"PG",70.75,199.4,28,5.5,94.5,78,8.75,9,28.5,34,10.53,2.82,3.22,14,1.102,123,128.5,"Carsen Edwards"
"185",2019,"C",89.25,288.8,25.49,6.8,122.5,98.25,10.5,10.5,22,26.5,13.01,3.46,3.78,8,1.101,144.5,149,"Tacko Fall"
"186",2019,"C",80.75,237,25.55,5.4,110,87.25,9.25,10,29.5,33.5,11.29,3.05,3.21,13,1.08,139.5,143.5,"Bruno Fernando"
"187",2019,"PF",81.25,237.6,25.3,5.9,110,86.25,9.25,9.3,32.5,36.5,11.61,3.19,3.25,5,1.062,142.5,146.5,"Daniel Gafford"
"188",2019,"SG",72.75,167.8,22.29,5.7,95.5,76.5,8,8.8,30.5,36.5,10.48,3.07,3.27,4,1.052,126,132,"Kyle Guy"
"189",2019,"PG",73.5,180.4,23.48,5.1,97,77.5,8,8.3,33,41.5,10.73,3.03,3.12,6,1.054,130,138.5,"Jaylen Hands"
"190",2019,"PG",69.75,169.2,24.45,3.9,94,77.5,8.25,9.5,33.5,40.5,10.77,3.02,3.04,8,1.111,127.5,134.5,"Jared Harper"
"191",2019,"PF",82.25,218.6,22.72,5,110.5,87.5,9.25,10.5,27,34.5,11.74,3.23,3.37,5,1.064,137.5,145,"Jaxson Hayes"
"192",2019,"C",81,232.8,24.94,6.1,107,85.75,9.5,10.3,30.5,35.5,11.46,3.25,3.28,13,1.059,137.5,142.5,"Dewan Hernandez"
"193",2019,"SG",76.5,192.4,23.11,7.1,100.5,75.25,8,8.8,NA,NA,NA,NA,NA,NA,0.984,NA,NA,"Tyler Herro"
"194",2019,"PF",79.25,212.6,23.8,6.7,105.5,84.75,8.75,9.8,27.5,35.5,11.44,3.32,3.34,8,1.069,133,141,"Jalen Hoard"
"195",2019,"SG",74.5,235.4,29.82,8.4,103,85.25,9.5,9.8,26,34.5,11.34,3.43,3.34,10,1.144,129,137.5,"Talen Horton-Tucker"
"196",2019,"SF/PF",76,215.6,26.24,3.9,104,83.25,9.5,10.3,NA,NA,NA,NA,NA,NA,1.095,NA,NA,"DaQuan Jeffries"
"197",2019,"PG",76.25,194.4,23.51,6.5,98,76,8.25,9.5,26,31.5,11.21,3.12,3.4,2,0.997,124,129.5,"Ty Jerome"
"198",2019,"SG",79,205.2,23.11,5.8,103,82,8,8.5,30.5,36.5,10.52,3.28,3.26,NA,1.038,133.5,139.5,"Cameron Johnson"
"199",2019,"SG",76.75,216.4,25.83,5.6,104,81.25,8,9.3,NA,NA,NA,NA,NA,NA,1.059,NA,NA,"Keldon Johnson"
"200",2019,"PF",80.75,256.2,27.62,5.1,109.5,87,9.25,10.8,28,35.5,11.21,3.3,3.25,6,1.077,137.5,145,"Mfiondu Kabengele"
"201",2019,"SF",78.75,195.2,22.13,4.8,104.5,84.25,8,8.5,29,33,10.99,3.05,3.28,0,1.07,133.5,137.5,"Louis King"
"202",2019,"SG",76.5,NA,NA,NA,103,83,9,9,NA,NA,NA,NA,NA,NA,1.085,NA,NA,"Romeo Langford"
"203",2019,"PF",79,233,26.25,8.9,107.5,86.25,9.75,9.8,23.5,26,11.8,3.54,3.6,10,1.092,131,133.5,"Dedric Lawson"
"204",2019,"PG",74.5,185.2,23.46,4,98.5,80.5,8.75,8.5,35,43,11.09,3.3,3.29,1,1.081,133.5,141.5,"Jalen Lecque"
"205",2019,"SF",76.5,224.2,26.93,5.9,104.5,85.25,8.75,10,31,38.5,12.15,3.1,3.24,5,1.114,135.5,143,"Nassir Little"
"206",2019,"SG/SF",76.75,204.6,24.42,4,101,79.75,9.5,9.3,32.5,38.5,11.51,3.14,3.3,6,1.039,133.5,139.5,"Terance Mann"
"207",2019,"PG/SG",76.75,192.2,22.94,5,102.5,82.25,8.25,9,28,35.5,10.44,2.99,3.32,7,1.072,130.5,138,"Cody Martin"
"208",2019,"SG",77,194.8,23.1,3.8,103,81.5,8.5,8.8,29.5,37.5,11.26,3.24,3.38,9,1.058,132.5,140.5,"Charles Matthews"
"209",2019,"SF",80.25,191.6,20.92,5.7,105.5,84.25,9,10,29.5,33.5,11.54,3.23,3.32,0,1.05,135,139,"Jalen McDaniels"
"210",2019,"SG",76.5,206.4,24.79,7.5,101,78,8.5,9.5,24,30,11.6,3.34,3.43,NA,1.02,125,131,"Zach Norvell Jr."
"211",2019,"SG",75.25,202.4,25.13,6.1,98,79.25,8.25,8.5,32,38.5,10.76,3.13,3.23,2,1.053,130,136.5,"Jaylen Nowell"
"212",2019,"SF",79.25,209.6,23.46,4.6,106.5,85.75,9.25,9.3,30.5,37,10.88,3.13,3.38,9,1.082,137,143.5,"KZ Okpala"
"213",2019,"SG",76.25,205.6,24.86,4.9,100.5,82.75,9,10,30.5,38.5,11.71,3.12,3.17,19,1.085,131,139,"Miye Oni"
"214",2019,"SF",78,254.4,29.4,6.3,103.5,83.75,9,9.5,33,38,11.63,3.26,3.3,18,1.074,136.5,141.5,"Eric Paschall"
"215",2019,"PG",71.5,180,24.75,9.8,96.5,75.5,7.75,8,29,37,11.01,3.07,3.2,0,1.056,125.5,133.5,"Shamorie Ponds"
"216",2019,"SG",75.5,190.8,23.53,7.5,99.5,78.75,8.25,8.5,28,35.5,10.59,3.14,3.27,NA,1.043,127.5,135,"Jordan Poole"
"217",2019,"SG",76,212.6,25.88,5.1,103,81,8.75,8.8,27,34,10.82,3.03,3.14,2,1.066,130,137,"Kevin Porter Jr."
"218",2019,"PF",81.75,210.4,22.13,8.5,109.5,84,8.75,9.5,NA,NA,NA,NA,NA,NA,1.028,NA,NA,"Jontay Porter"
"219",2019,"SF",78.5,207.8,23.71,4.7,105.5,84.5,9,9,NA,NA,NA,NA,NA,NA,1.076,NA,NA,"Cameron Reddish"
"220",2019,"PF",80.75,255.8,27.58,14,109,87.25,9.5,9.3,26,32.5,12.03,3.76,3.42,3,1.08,135,141.5,"Naz Reid"
"221",2019,"PF",79.25,214,23.95,3.9,106,85,9,10.5,32.5,35.5,10.63,3.05,3.25,9,1.073,138.5,141.5,"Isaiah Roby"
"222",2019,"PF",81.5,227.2,24.05,5.6,107,82.5,8.5,9,27,38,11.01,3.03,3.27,7,1.012,134,145,"Luka Samanic"
"223",2019,"SF",76,240.6,29.28,6.8,102.5,81.75,8.75,9,30,34,10.77,2.87,3.37,15,1.076,132.5,136.5,"Admiral Schofield"
"224",2019,"SF/PF",76.5,196.8,23.64,4.7,103.5,84.25,8.75,9.3,29.5,36.5,11.16,3.04,3.37,9,1.101,133,140,"Marial Shayok"
"225",2019,"PF",80.5,227.2,24.65,6.2,106,85.25,8.75,8.5,27,35.5,11.85,3.24,3.3,11,1.059,133,141.5,"Simisola Shittu"
"226",2019,"PF",78.5,230.4,26.28,8.6,106.5,86.25,9,10.3,NA,NA,NA,NA,NA,NA,1.099,NA,NA,"P.J. Washington"
"227",2019,"PG",69.5,172.4,25.09,6.6,93.5,74.25,8,9.8,30.5,40.5,10.76,3.11,3.07,5,1.068,124,134,"Tremont Waters"
"228",2019,"SG",75,206.6,25.82,6.1,100,81,8.5,9,31,38,11.57,3.15,3.16,NA,1.08,131,138,"Quinndary Weatherspoon"
"229",2019,"PG",75.5,191.4,23.6,4.3,97.5,77,7.75,9,NA,NA,NA,NA,NA,NA,1.02,NA,NA,"Coby White"
"230",2019,"SF",78.25,208.8,23.97,4.9,103,82.75,8.5,9.5,27.5,35,10.39,3.09,3.34,4,1.058,130.5,138,"Kris Wilkes"
"231",2019,"PF",77.75,240.2,27.93,5.4,104.5,81.75,9,10.5,26,31.5,10.83,3.27,3.33,20,1.051,130.5,136,"Grant Williams"
"232",2019,"SF",78.25,195.8,22.48,4.6,104.5,82,8.25,9.5,29,37.5,10.7,2.94,3.3,8,1.048,133.5,142,"Dylan Windler"
"233",2018,"SG",74.75,217.4,27.35,8.9,99,80.75,8.5,10,32.5,40.5,11.5,3.09,3.15,10,1.08,131.5,139.5,"Rawle Alkins"
"234",2018,"SG",75,198,24.75,5.6,97,79.25,8.25,10,32.5,40.5,10.31,3.04,3.15,NA,1.057,129.5,137.5,"Grayson Allen"
"235",2018,"PF",81,194.8,20.87,5,110,86.25,9.25,9.5,29.5,35,12.48,3.48,3.21,0,1.065,139.5,145,"Kostas Antetokounmpo"
"236",2018,"C",83.25,225.6,22.88,6.2,115.5,94,9.75,10.3,NA,NA,NA,NA,NA,NA,1.129,NA,NA,"Mohamed Bamba"
"237",2018,"PG/SG",73.25,207.6,27.2,11.7,96.5,75.5,8,8.3,27,33,11.39,3.21,3.31,7,1.031,123.5,129.5,"Jaylen Barford"
"238",2018,"SG/SF",79.25,223.8,25.05,5.4,106.5,87.25,9,8.5,30.5,35,11.2,3.28,3.17,11,1.101,137,141.5,"Keita Bates-Diop"
"239",2018,"SG",77,200.2,23.74,4,102,81,8.5,9.3,32,37.5,11.04,2.87,3.07,9,1.052,134,139.5,"Tyus Battle"
"240",2018,"SG/SF",78.25,202,23.19,7.6,103.5,82.25,9,10,30.5,34,11.58,3.33,3.28,0,1.051,134,137.5,"Brian Bowen"
"241",2018,"SF",77.25,220.4,25.96,5.9,103.5,81.5,9,9.8,NA,NA,NA,NA,NA,NA,1.055,NA,NA,"Miles Bridges"
"242",2018,"PG/SG",75.5,194.6,24,3.8,98.5,81,8.5,8.5,32.5,38,11.11,3.44,3.2,17,1.073,131,136.5,"Bruce Brown"
"243",2018,"SF",77.75,208,24.19,7.1,105,82.25,9,9.8,26,33,11.51,3.29,3.33,5,1.058,131,138,"Troy Brown"
"244",2018,"PG",73,198.4,26.17,6.7,96,76,8.25,9.3,29,37,10.59,3.11,3.15,7,1.041,125,133,"Jalen Brunson"
"245",2018,"PG",75,198.8,24.85,6.5,100,80.25,8.5,9.8,25,31.5,11.89,3.4,3.17,0,1.07,125,131.5,"Tony Carr"
"246",2018,"PG",72.25,196.2,26.42,4.2,95,76.25,9.25,8.5,29,36.5,11.04,3.05,3.18,14,1.055,124,131.5,"Jevon Carter"
"247",2018,"PF/C",80.75,251.4,27.1,7.9,109,88.5,8.5,9,NA,NA,NA,NA,NA,NA,1.096,NA,NA,"Wendell Carter"
"248",2018,"SG",76.25,197,23.82,4.5,103,83.5,8.75,9,32.5,40.5,10.53,3.14,3.1,1,1.095,135.5,143.5,"Hamidou Diallo"
"249",2018,"SG",75.5,200.6,24.74,5,97.5,78,8.25,9,34.5,42,10.72,3.12,3.11,12,1.033,132,139.5,"Donte DiVincenzo"
"250",2018,"PG",73.5,191,24.86,5.2,97.5,80.25,8.75,10,34,41.5,10.93,3.09,3.18,6,1.092,131.5,139,"Trevon Duval"
"251",2018,"SG/SF",76.25,199.6,24.13,6.5,102.5,81.25,9,9.3,28,35.5,11.11,3.14,3.2,8,1.066,130.5,138,"Jacob Evans"
"252",2018,"PG",73.5,183.2,23.84,6.5,98,77.25,8.5,8,NA,NA,NA,NA,NA,NA,1.051,NA,NA,"Keenan Evans"
"253",2018,"SG/SF",76.5,198.2,23.81,7.9,105,85.75,9.5,9.5,31,40.5,11.24,3.08,3.08,0,1.121,136,145.5,"Melvin Frazier"
"254",2018,"PG",76.5,180,21.62,3,104,83.5,9,9,NA,NA,NA,NA,NA,NA,1.092,NA,NA,"Shai Gilgeous-Alexander"
"255",2018,"PG",72.25,186.4,25.1,4.8,96,78.25,8.5,9.5,31,37,11.28,3.15,3.21,14,1.083,127,133,"Devonte Graham"
"256",2018,"C",85.25,303,29.31,12.6,111.5,89,10,10.5,NA,NA,NA,NA,NA,NA,1.044,NA,NA,"Isaac Haas"
"257",2018,"SG",76.25,206.4,24.96,8.5,102,79.75,8.5,10,25,31,10.95,3.16,3.27,6,1.046,127,133,"Devon Hall"
"258",2018,"PF",78.5,211.6,24.14,5.2,107,87.5,9.25,10.3,27.5,32,11.28,3.15,3.36,4,1.115,134.5,139,"Kevin Hervey"
"259",2018,"PG",71.75,187,25.54,6.4,97,79.5,8.75,8.5,25.5,33,10.96,3.22,3.27,NA,1.108,122.5,130,"Aaron Holiday"
"260",2018,"SG",78.25,194,22.27,8.6,101.5,79.5,8.25,8.5,31,38,10.89,2.97,3.09,9,1.016,132.5,139.5,"Kevin Huerter"
"261",2018,"PF/C",81.75,236,24.83,7.2,110,89.25,10,10,NA,NA,NA,NA,NA,NA,1.092,NA,NA,"Jaren Jackson"
"262",2018,"PF",78,229.4,26.51,8.9,105,87,9,9.5,NA,NA,NA,NA,NA,NA,1.115,NA,NA,"Justin Jackson"
"263",2018,"PF",79.25,216.6,24.24,8.1,103,80.75,8.5,9.8,25,31,11.83,3.28,3.38,8,1.019,128,134,"Alize Johnson"
"264",2018,"SG/SF",76.75,218.6,26.09,7.3,101.5,83.5,9,10.3,31,39,10.75,3.08,3.29,15,1.088,132.5,140.5,"George King"
"265",2018,"SF",79.75,212.6,23.5,5,108,83.75,8.75,9.3,NA,NA,NA,NA,NA,NA,1.05,NA,NA,"Kevin Knox"
"266",2018,"C",78.5,246,28.06,7.4,106.5,84,9.25,10,31.5,35,12.28,3.36,3.28,12,1.07,138,141.5,"Sagaba Konate"
"267",2018,"SG/SF",76.75,195.8,23.37,7,101.5,82,8.5,8.8,29,36.5,10.43,2.75,3.26,6,1.068,130.5,138,"Caleb Martin"
"268",2018,"PF/C",79.25,246.2,27.56,8.1,107.5,84.5,9.25,10,27,31.5,11.35,3.13,3.17,18,1.066,134.5,139,"Yante Maten"
"269",2018,"C",83.5,250.4,25.25,8.7,110.5,86,9.75,9.5,27.5,32,11.77,3.31,3.23,9,1.03,138,142.5,"Brandon McCoy"
"270",2018,"PG/SG",74.25,193.2,24.64,5.2,99.5,80.5,8.5,9.5,31,36.5,11.48,3.33,3.23,1,1.084,130.5,136,"DeAnthony Melton"
"271",2018,"PF/C",80.5,219.6,23.82,5.1,108,84.5,9,9.3,29.5,36,11.89,3.25,3.33,5,1.05,137.5,144,"Chimezie Metu"
"272",2018,"PG/SG",76.5,207.2,24.89,6.8,99.5,84.75,8.75,9.5,30,33,11.07,3.19,3.25,2,1.108,129.5,132.5,"Shake Milton"
"273",2018,"SG/SF",78.5,211.6,24.14,8.5,100,76.75,8.25,9.5,30.5,37,11.25,3.18,3.15,4,0.978,130.5,137,"Sviatoslav Mykhailiuk"
"274",2018,"SG",74.5,189.2,23.96,6.3,98.5,77.5,8.5,9.5,27.5,33.5,10.9,3.18,3.13,NA,1.04,126,132,"Malik Newman"
"275",2018,"SG",75,210.8,26.35,5.2,102,84,9,9.8,33,42,11.08,3.03,3.04,12,1.12,135,144,"Josh Okogie"
"276",2018,"SG/SF",77,211.2,25.04,7.4,103.5,82.75,9,9,27,34,11.53,3.11,3.22,7,1.075,130.5,137.5,"Theo Pinson"
"277",2018,"SF/PF",81.5,211,22.33,6.4,108.5,84.25,8.75,9.3,NA,NA,NA,NA,NA,NA,1.034,NA,NA,"Michael Porter"
"278",2018,"PF",80.75,222.4,23.98,5.5,108,86,9.25,9.5,25,33,11.26,3.35,3.2,0,1.065,133,141,"Billy Preston"
"279",2018,"SG",76,188.4,22.93,6.1,98,79.25,9,10,NA,NA,NA,NA,NA,NA,1.043,NA,NA,"Jerome Robinson"
"280",2018,"PG",72.5,183,24.48,5.6,98.5,79.25,8.25,8.5,NA,NA,NA,NA,NA,NA,1.093,NA,NA,"Collin Sexton"
"281",2018,"PG",76,188.6,22.95,4.9,100,78.75,8,9,31,39.5,11.26,3.21,3.11,8,1.036,131,139.5,"Landry Shamet"
"282",2018,"PG/SG",74.25,183.2,23.36,7.7,99.5,81.25,8.75,9,32,41.5,11.27,3.16,3.1,1,1.094,131.5,141,"Anfernee Simons"
"283",2018,"SG/SF",74.75,198.6,24.99,6.1,100,81.75,8.75,8.3,33,41.5,11.02,3.15,3.05,10,1.094,133,141.5,"Zhaire Smith"
"284",2018,"PF",81,215.4,23.08,5.6,109,88.75,9.25,9,26,32,11.48,3.2,3.34,12,1.096,135,141,"Ray Spalding"
"285",2018,"PF/C",80,253.8,27.88,13.8,107.5,86,9,9,28.5,35.5,12.28,3.35,3.38,8,1.075,136,143,"Omari Spellman"
"286",2018,"SG",74.5,198.8,25.18,6.4,101,82.5,8.75,9.3,30,35,10.96,3.18,3.18,14,1.107,131,136,"Khyri Thomas"
"287",2018,"SG",76.25,204.2,24.69,7,98,80.75,8.5,9.5,33.5,39.5,11.37,2.99,3.12,12,1.059,131.5,137.5,"Gary Trent"
"288",2018,"SG",75.75,198,24.26,5,98,78.75,8.25,10.5,32,40,11.02,2.97,3.14,11,1.04,130,138,"Allonzo Trier"
"289",2018,"PF/C",82.5,241.4,24.93,6.8,108,84,9,10.8,27,34,11.48,3.07,3.18,8,1.018,135,142,"Moritz Wagner"
"290",2018,"SG",75.75,196.2,24.04,5.7,99.5,82.25,9,9.5,31.5,40,10.87,2.91,3.06,12,1.086,131,139.5,"Lonnie Walker"
"291",2018,"PF",78.5,223,25.44,6.9,107,86.5,9,10.3,27,34,11.39,3.43,3.2,3,1.102,134,141,"PJ Washington"
"292",2018,"C",80.25,249.4,27.22,5,111,89,9.75,10.3,28,33.5,12.79,3.27,3.3,14,1.109,139,144.5,"Austin Wiley"
"293",2018,"SF",78,200.4,23.16,6,103.5,79.25,8.5,9.8,28,33,10.86,3.28,3.19,14,1.016,131.5,136.5,"Kenrich Williams"
"294",2018,"PG",72.5,177.8,23.78,5.4,95.5,75,8,9.3,NA,NA,NA,NA,NA,NA,1.034,NA,NA,"Trae Young"
"295",2017,"PF/C",80.75,242.6,26.16,5.2,108,86.75,9.5,8.8,33.5,38.5,11.94,3.24,3.24,12,1.074,141.5,146.5,"Edrice Adebayo"
"296",2017,"C",81,233.6,25.03,7.4,109.5,89.25,9.5,10.5,31.5,35.5,11.82,3,3.21,4,1.102,141,145,"Jarrett Allen"
"297",2017,"PG",73,192.4,25.38,6.4,99.5,81.25,8.5,8.8,33,35.5,11.24,2.98,3.15,7,1.113,132.5,135,"Kadeem Allen"
"298",2017,"C",80.5,252.2,27.36,5.4,110.5,90.25,9.5,10,29.5,32.5,12.52,3.48,3.44,11,1.121,140,143,"Ike Anigbogu"
"299",2017,"SF",78.25,232.4,26.68,6.8,107.5,86.25,9.25,9.5,NA,NA,NA,NA,NA,NA,1.102,NA,NA,"OG Anunoby"
"300",2017,"SG/SF",77.5,213.2,24.95,11.9,105,82,9.25,9.8,23.5,31,11.62,3.08,3.44,5,1.058,128.5,136,"Jamel Artis"
"301",2017,"SG/SF",76.75,221.6,26.45,7.9,103.5,82,8.75,10,30,36.5,11.7,3.22,3.22,8,1.068,133.5,140,"Dwayne Bacon"
"302",2017,"SG/SF",78.25,193.4,22.2,6.8,104.5,82.25,8.5,9,30,37,11.18,3.19,3.26,11,1.051,134.5,141.5,"V.J. Beachem"
"303",2017,"PF",79,223.6,25.19,5.4,104.5,83.75,9.25,9.5,31.5,38,10.63,2.83,3.21,16,1.06,136,142.5,"Jordan Bell"
"304",2017,"SF",77.75,218.6,25.42,5.7,104.5,82,8.75,10.3,31,35.5,11.47,3.35,3.17,16,1.055,135.5,140,"Jaron Blossomgame"
"305",2017,"PF",80,182.2,20.01,5.4,110.5,88,9.25,10.5,NA,NA,NA,NA,NA,NA,1.1,NA,NA,"Chris Boucher"
"306",2017,"C",81.25,248.8,26.49,12,112.5,89,9.5,9.5,24.5,27.5,11.79,2.99,3.44,5,1.095,137,140,"Tony Bradley"
"307",2017,"PG",73.25,222.4,29.14,11,99.5,81,9,9.3,28,33.5,10.95,2.85,3.38,11,1.106,127.5,133,"Isaiah Briscoe"
"308",2017,"SG/SF",77,220.2,26.11,7.5,100.5,78,8.25,9.3,31,37.5,11.14,3.24,3.21,16,1.013,131.5,138,"Dillon Brooks"
"309",2017,"PF/C",81.5,247.8,26.23,9.4,112.5,90,9.5,10.3,25.5,33,11.42,3.12,3.37,7,1.104,138,145.5,"Thomas Bryant"
"310",2017,"PF",80.25,225.2,24.58,5.4,106.5,83.25,9,10,33,37.5,11.66,3.27,3.27,15,1.037,139.5,144,"John Collins"
"311",2017,"PF/C",82.25,232.2,24.13,8.9,111,85,8.75,9.3,NA,NA,NA,NA,NA,NA,1.033,NA,NA,"Zach Collins"
"312",2017,"SG",75,182.6,22.82,4.7,99.5,77.25,8.5,9.3,30.5,36,10.55,2.98,3.16,8,1.03,130,135.5,"Tyler Dorsey"
"313",2017,"SG/SF",76.5,205.2,24.65,5.3,100,81,8.5,9.3,31.5,38,11.18,3.03,3.13,13,1.059,131.5,138,"Damyean Dotson"
"314",2017,"SG",77.25,200.6,23.63,6.1,101,83,8.5,9.5,34,39,10.84,2.98,3.15,9,1.074,135,140,"PJ Dozier"
"315",2017,"PG",70.75,185.2,26.01,9.1,95,77.5,8,7.8,27.5,33.5,11.34,3.26,3.21,1,1.095,122.5,128.5,"Jawun Evans"
"316",2017,"SG/SF",77.5,184.4,21.58,5.8,103,80.75,8.5,10,28.5,38,11.16,3.22,3.32,NA,1.042,131.5,141,"Terrance Ferguson"
"317",2017,"PG",74,169.6,21.77,4.5,100,78.5,8.5,8.5,NA,NA,NA,NA,NA,NA,1.061,NA,NA,"De'Aaron Fox"
"318",2017,"PF",81.25,232,24.71,5.2,109.5,87.25,9.5,10.8,27,32.5,11.08,3,3.34,5,1.074,136.5,142,"Harry Giles"
"319",2017,"PF",78.25,254.2,29.19,11.5,104.5,87.25,8.75,10,29,33.5,11.81,2.94,3.27,16,1.115,133.5,138,"Nigel Hayes"
"320",2017,"PF",79.25,233.4,26.13,7.7,105,84.5,8.75,9.8,31.5,37,12.31,3.31,3.36,11,1.066,136.5,142,"Isaiah Hicks"
"321",2017,"SG/SF",77.5,193.4,22.64,4,105.5,85,8.75,9.5,31.5,36,11.25,3.23,3.36,5,1.097,137,141.5,"Wesley Iwundu"
"322",2017,"PG",74,201.6,25.88,6.7,98,79.5,8.25,9,34.5,42,10.94,2.7,3.14,9,1.074,132.5,140,"Frank Jackson"
"323",2017,"SF",79,200.8,22.62,8.1,104.5,83,8.75,9.3,29.5,35.5,10.8,3.06,3.3,NA,1.051,134,140,"Justin A. Jackson"
"324",2017,"SG/SF",76.25,202.4,24.47,11,102,80,8.25,9.5,26.5,31,11.34,2.93,3.41,NA,1.049,128.5,133,"Peter Jok"
"325",2017,"SG/SF",76.5,196.2,23.57,6.6,98.5,77.25,8,8.8,NA,NA,NA,NA,NA,NA,1.01,NA,NA,"Luke Kennard"
"326",2017,"SG/SF",80,222.6,24.45,9.4,107.5,84.25,8.5,9.5,27,34,10.72,2.98,3.25,12,1.053,134.5,141.5,"Kyle Kuzma"
"327",2017,"PF",80.75,222.2,23.96,6.8,107,83,8.5,9.5,29,34.5,11.55,3.27,3.27,6,1.028,136,141.5,"TJ Leaf"
"328",2017,"PF",80.25,215,23.47,13.6,107.5,84,8.75,8.8,29.5,33.5,11.68,2.81,3.46,1,1.047,137,141,"Tyler Lydon"
"329",2017,"PG",71,188.8,26.33,4.3,94,75.25,8,9.3,34,41,11.41,3.09,3.18,15,1.06,128,135,"Frank Mason III"
"330",2017,"C",80.75,276.6,29.82,11.5,106,85,8.75,8.8,28,30.5,12.91,3.35,3.5,15,1.053,134,136.5,"Kennedy Meeks"
"331",2017,"SG",73.25,211.4,27.7,5.9,97,82,8.5,9.5,36.5,40.5,11.53,3.07,3.01,10,1.119,133.5,137.5,"Donovan Mitchell"
"332",2017,"PG",73.25,175.2,22.95,6.9,96.5,76,8.25,8.8,28,33.5,11,3.2,3.19,8,1.038,124.5,130,"Monte Morris"
"333",2017,"PF",79.75,238.2,26.33,NA,108,88,9,9.5,NA,NA,NA,NA,NA,NA,1.103,NA,NA,"Johnathan Motley"
"334",2017,"SG/SF",78.5,219.6,25.05,11.4,100,77,8,9.3,27,33,12.4,3.25,3.53,8,0.981,127,133,"Svi Mykhailiuk"
"335",2017,"SG/SF",77.25,241.4,28.44,5.5,102,81.75,8.75,9.5,35,40.5,10.58,3.07,3.16,19,1.058,137,142.5,"Semi Ojeleye"
